00:05,70
00:15,63
00:20,70
00:25,65
00:30,56
00:35,58
00:45,55
00:55,56
01:00,57
01:10,58
01:15,58
01:27,65
01:28,65
01:39,62
01:44,59
01:49,56
01:59,56
02:04,57
02:14,57
02:19,58
02:29,58
02:34,56
02:44,58
02:49,59
02:59,59
03:04,57
03:14,58
03:24,56
03:29,56
03:39,54
03:44,55
03:49,54
03:59,52
04:09,52
04:14,54
04:24,51
04:29,52
04:39,51
04:44,52
04:54,52
05:04,50
05:09,50
05:14,49
05:24,50
05:29,48
05:39,50
05:49,53
05:54,50
06:04,52
06:14,51
06:24,51
06:29,49
06:44,49
06:49,51
06:54,50
06:59,48
07:09,51
07:14,50
07:24,47
07:29,50
07:34,48
07:44,50
07:54,48
08:04,48
08:09,51
08:24,50
08:34,55
08:44,48
08:49,49
08:59,50
09:09,52
09:19,50
09:29,51
09:39,50
09:44,55
09:54,51
09:59,48
10:04,50
10:14,51
10:19,50
10:24,48
10:29,48
10:34,49
10:44,54
10:54,49
10:59,51
11:04,60
11:19,56
11:29,55
11:39,52
11:44,55
11:53,66
11:58,66
12:08,58
12:13,53
12:23,59
12:28,60
12:33,64
12:43,61
12:48,60
12:58,61
13:08,60
13:18,60
13:23,67
13:28,65
13:33,62
13:43,62
13:48,63
13:58,62
14:08,64
14:13,65
14:18,66
14:23,64
14:28,65
14:38,63
14:43,62
14:53,63
14:58,65
15:08,60
15:18,66
15:23,66
15:28,62
15:37,67
15:45,71
15:50,77
15:57,73
16:02,66
16:07,57
16:17,52
16:22,54
16:32,61
16:37,61
16:47,67
16:52,63
16:57,59
17:12,57
17:17,73
17:22,60
17:32,63
17:42,52
17:47,56
17:52,64
18:02,70
18:07,60
18:12,63
18:22,61
18:27,54
18:32,55
18:42,57
18:47,61
18:57,58
19:02,59
19:12,69
19:17,59
19:27,64
19:32,65
19:37,63
19:47,69
19:52,60
20:02,67
20:12,61
20:17,59
20:22,55
20:37,59
20:42,55
20:47,56
20:57,64
21:07,57
21:12,51
21:17,50
21:22,54
21:27,63
21:34,75
21:45,67
21:50,68
22:00,68
22:10,66
22:15,66
22:20,69
22:31,75
22:38,62
22:43,61
22:48,65
22:51,82
22:55,92
22:59,80
23:04,68
23:09,64
23:14,60
23:24,63
23:29,59
23:34,63
23:39,58
23:44,71
23:49,60
23:54,53
